100.0
10000
60.09,41.07
71.01,93.98
16.69,88.85
9.05,53.95
85.55,53.26
25.37,65.57
23.95,81.04
31.00,87.86
31.22,56.92
66.43,83.15
26.48,33.01
12.97,38.43
44.84,96.04
96.20,90.03
52.86,87.77
39.86,26.70
6.25,51.36
77.08,92.07
72.65,36.46
2.66,7.00
20.85,59.22
54.54,84.54
33.89,80.15
45.93,16.09
38.06,31.96
30.21,65.72
52.53,2.73
70.30,21.68
54.74,55.27
1.01,18.92
25.98,42.74
18.65,64.60
88.15,62.74
5.63,69.62
68.00,77.09
99.29,13.74
28.40,13.24
44.20,49.16
87.32,54.55
24.90,77.84
5.02,21.26
62.24,21.96
57.13,41.93
70.51,43.31
27.46,15.79
14.90,57.55
47.81,70.67
79.24,32.30
84.33,28.02
52.48,54.29
20.02,97.06
69.10,99.94
11.00,33.36
93.25,46.35
0.68,13.60
19.60,15.19
60.58,98.02
74.64,50.60
88.73,74.69
41.52,94.19
37.76,5.70
98.72,34.98
63.30,24.38
58.34,80.34
80.49,64.66
13.08,15.09
91.35,39.14
53.07,90.30
99.15,20.63
93.05,10.65
57.05,23.50
58.66,70.01
8.02,25.89
16.34,18.30
60.29,21.43
95.80,29.79
8.80,40.04
46.04,82.63
56.40,31.52
86.46,52.84
10.99,62.62
63.10,71.85
34.59,38.53
96.74,96.11
98.78,23.24
14.21,89.91
57.07,99.56
87.55,27.75
79.40,79.39
66.12,81.64
6.46,47.43
76.60,70.33
72.46,97.46
82.45,12.48
13.40,99.40
40.28,43.84
25.34,17.31
63.97,29.63
61.95,83.94
8.85,27.79
64.02,25.72
18.40,36.05
94.79,23.52
33.55,86.35
14.56,89.29
50.71,34.07
65.69,36.33
29.11,25.85
54.57,21.90
89.91,20.30
11.33,44.76
20.17,78.62
79.72,87.47
93.46,38.28
39.89,3.60
45.07,32.53
94.95,63.08
95.19,20.73
58.56,85.82
95.69,50.05
65.16,13.03
87.82,77.93
87.34,88.70
96.66,46.32
85.14,49.21
56.04,13.87
31.33,48.53
52.57,20.09
53.49,78.12
1.24,76.85
8.72,76.32
16.69,56.86
60.34,59.95
23.84,76.14
56.90,52.85
59.71,48.24
23.63,30.17
54.23,21.36
63.85,45.59
41.90,96.73
33.65,58.86
48.47,66.18
97.04,35.65
17.46,0.08
90.66,48.42
89.48,63.09
27.25,67.48
24.29,34.25
45.42,94.78
60.14,60.68
69.41,59.29
37.94,79.31
77.20,62.73
78.87,0.33
87.80,37.01
93.01,57.21
69.26,50.56
14.09,93.71
37.97,79.86
0.79,75.76
66.45,44.62
18.36,87.90
42.43,90.14
16.44,97.74
24.64,88.97
48.21,49.67
22.61,25.36
34.30,79.51
86.92,20.65
60.82,25.57
34.12,55.52
14.87,48.09
46.14,45.94
3.46,59.59
77.87,33.45
71.94,10.93
78.73,57.96
36.68,74.86
83.93,90.99
73.40,17.50
59.40,21.03
57.33,51.11
90.83,99.12
34.25,16.80
91.63,72.19
12.48,54.57
67.18,54.75
5.30,80.02
13.63,15.20
20.05,1.86
48.13,82.06
86.14,82.40
64.57,7.56
37.40,64.62
83.82,61.44
15.80,63.43
20.82,65.78
43.76,46.40
22.12,23.76
19.65,9.66
37.00,39.33
27.54,88.54
72.90,72.89
16.18,29.07
51.56,28.78
94.57,86.68
26.16,24.47
11.93,11.30
41.73,48.37
38.22,24.43
21.18,73.65
38.33,92.79
37.50,58.45
37.51,56.01
89.07,29.85
8.80,70.98
29.50,18.19
74.10,94.39
15.91,81.30
99.68,36.82
30.48,34.02
84.33,86.55
98.73,77.39
83.57,19.49
75.15,4.04
87.17,82.59
91.72,41.54
68.47,62.75
